[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.9375,-0.9000000357627869,-0.9375,-0.9000000357627869,0.0,-0.897656261920929,0.0,-0.710156261920929,-0.7749999761581421]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[-0.824999988079071,-0.550000011920929,-0.75,-0.550000011920929,0.0,-0.550000011920929,0.0,-0.550000011920929,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[-1.0499999523162842,-1.0343749523162842,-1.100000023841858,-0.08281247317790985,0.0,-1.0499999523162842,0.0,0.0,-1.0359375476837158]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0]	[1,9]#[-0.550000011920929,-0.550000011920929,-0.550000011920929,-0.9000000357627869,0.0,0.0,-1.100000023841858,-0.2874999940395355,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-1.100000023841858,-0.550000011920929,-0.550000011920929,-0.550000011920929,0.0,0.0,0.0,-0.550000011920929,0.7249999642372131]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0]	[1,9]#[0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0]	[1,9]#[-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.33124998211860657,-0.75,-0.9000000357627869,-0.6000000238418579,0.0,0.0,-0.6000000238418579,-0.550000011920929,-0.550000011920929]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[0.276611328125,-0.9750000238418579,-0.96875,-0.987500011920929,0.0,0.0,-1.0,-1.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.6000000238418579,-0.550000011920929,-0.29999998211860657,-0.550000011920929,0.0,0.0,0.0,-0.5,-0.32500001788139343]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0]	[1,9]#[-0.5,0.0,0.0,-1.100000023841858,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0]	[1,9]#[0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0]	[1,9]#[-0.5,0.0,-1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[0.0,0.0,-1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[-1.2000000476837158,-0.7271484136581421,-0.688281238079071,-0.6974328756332397,0.0,-0.7249999642372131,-0.612500011920929,0.723437488079071,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.06173095852136612,-0.27265626192092896,0.008593750186264515,-0.22500000894069672,0.0,-0.8500000238418579,0.8500000238418579,0.0,-0.159742072224617]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]	[1,9]#[-0.550000011920929,-0.550000011920929,-0.5,0.7875000238418579,0.0,-1.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.67218017578125,-0.550000011920929,-0.9000000357627869,-0.48027342557907104,0.0,-0.65625,0.0,0.824999988079071,-0.6000000238418579]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0]	[1,9]#[-1.100000023841858,0.8187500238418579,0.0,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.5,-0.5,-0.6000000238418579,0.6499999761581421,0.0,-1.100000023841858,0.0,0.0,-0.6000000238418579]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.8999999761581421,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,0.8296874761581421,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0]	[1,9]#[0.675000011920929,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.635882556438446,-0.7713623046875,0.777587890625,-0.8671875,0.0,0.0,-0.769726574420929,-1.100000023841858,-0.713895320892334]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.0,0.824999988079071,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.0,0.0,0.8500000238418579,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0]	[1,9]#[0.0,0.0,0.893750011920929,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0]	[1,9]#[0.4000000059604645,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.4000000059604645,-0.22500000894069672,-0.20000000298023224,0.6000000238418579,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0]	[1,9]#[0.75,0.0,0.0,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0]	[1,9]#[-0.20000000298023224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44999998807907104]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[-0.16249999403953552,-0.16249999403953552,1.0,0.0,0.0,0.0,0.0,-1.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[0.737500011920929,-0.10000000149011612,1.0,-0.10000000149011612,0.0,0.0,0.0,0.0,0.44999998807907104]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]	[1,9]#[-0.550000011920929,0.4000000059604645,-1.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0]	[1,9]#[-0.5,-0.32500001788139343,-1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.5,0.0,-0.10000000894069672,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.9749999642372131,-0.9312499761581421,-0.9769531488418579,0.0,-1.0219806432724,-0.703125,-1.024999976158142,-1.149999976158142,-0.4051952362060547]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]	[1,9]#[0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]	[1,9]#[0.44999998807907104,0.0,-0.1249999850988388,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0]	[1,9]#[-0.574999988079071,-1.2000000476837158,-0.550000011920929,0.0,0.6500000357627869,0.0,0.0,0.0,0.44999998807907104]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]	[1,9]#[-0.6000000238418579,-1.100000023841858,-0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0]	[1,9]#[0.8500000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.6000000238418579,-0.24355469644069672,-0.26875001192092896,0.0,0.21562498807907104,0.20468750596046448,0.0,-1.2000000476837158,-0.19375000894069672]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]	[1,9]#[0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.4000000059604645,-0.550000011920929,-0.6000000238418579,0.0,0.0,0.0,0.0,0.0,-0.19999998807907104]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0]	[1,9]#[0.8999999761581421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.5,-1.100000023841858,0.4000000059604645,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[0.0,0.3499999940395355,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.6000000238418579,-1.100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.6000000238418579,-0.875,-0.75,0.0,-1.0,0.0,0.0,-0.550000011920929,-0.75]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0]	[1,9]#[-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0]	[1,9]#[-1.100000023841858,-0.793749988079071,-0.840624988079071,0.0,0.0,-0.8687500357627869,0.40937501192092896,-0.875,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0]	[1,9]#[-1.0125000476837158,-1.0,-1.0343749523162842,0.0,0.0,-0.15312501788139343,-0.9999977350234985,0.0,-0.9999980926513672]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0]	[1,9]#[-0.5,-1.0,0.4000000059604645,0.0,0.0,0.0,0.5,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.9000000357627869,-0.75,0.1249999925494194,0.0,0.0,-0.6499999761581421,0.0,-0.6499999761581421,-0.6000000238418579]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0]	[1,9]#[-1.0,0.0,0.0,0.0,0.0,0.4000000059604645,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0]	[1,9]#[-1.100000023841858,-0.5375000238418579,-0.75,0.0,0.0,-0.75,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0]	[1,9]#[-0.5,-0.5,-0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]	[1,9]#[-0.10000000149011612,-1.100000023841858,0.03750000521540642,0.0,0.0,0.0,-0.6000000238418579,-0.10000000149011612,0.6000000238418579]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0]	[1,9]#[-1.100000023841858,-0.550000011920929,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
[3,3,2]#[0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]	[1,9]#[-0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]
